position	x	n	folded
7247	1	40	0
7266	39	40	0
7289	40	40	0
7322	1	40	0
7362	1	40	0
7428	40	40	0
7446	1	40	0
7462	34	40	0
7472	1	40	0
7495	33	40	0
7515	1	40	0
7604	33	40	0
7663	5	40	0
7747	39	40	0
7765	4	40	0
7768	1	40	0
7770	40	40	0
7785	1	40	0
7803	1	40	0
7833	39	40	0
7839	40	40	0
7862	9	40	0
7862	39	40	0
7875	39	40	0
7888	40	40	0
7964	40	40	0
7976	39	40	0
7986	1	40	0
8012	40	40	0
8017	40	40	0
8066	1	40	0
8082	39	40	0
8093	39	40	0
8103	1	40	0
8119	1	40	0
8135	1	40	0
8138	40	40	0
8143	39	40	0
8163	2	40	0
8202	1	40	0
8260	1	40	0
8293	39	40	0
8318	1	40	0
8328	39	40	0
8347	5	40	0
8372	1	40	0
8380	40	40	0
8411	11	40	0
8475	3	40	0
8485	1	40	0
8538	6	40	0
8552	1	40	0
8593	39	40	0
8648	39	40	0
8655	1	40	0
8667	39	40	0
8678	16	40	0
8725	39	40	0
8814	39	40	0
8838	40	40	0
8876	1	40	0
8901	39	40	0
8933	40	40	0
8969	40	40	0
9094	1	40	0
9121	1	40	0
9128	39	40	0
9135	1	40	0
9152	2	40	0
9288	30	40	0
9300	4	40	0
9307	40	40	0
9308	39	40	0
9328	40	40	0
9410	4	40	0
9423	6	40	0
9475	1	40	0
9502	39	40	0
9522	1	40	0
9552	1	40	0
9633	40	40	0
9653	1	40	0
9663	39	40	0
9705	40	40	0
9736	10	40	0
9756	1	40	0
9796	1	40	0
9797	39	40	0
9856	40	40	0
9871	1	40	0
9902	39	40	0
9967	1	40	0
10145	40	40	0
10156	1	40	0
10176	2	40	0
10230	40	40	0
10237	4	40	0
10258	1	40	0
10321	29	40	0
10330	9	40	0
10360	29	40	0
10378	6	40	0
10396	1	40	0
10404	1	40	0
10412	1	40	0
10434	40	40	0
10435	40	40	0
10474	39	40	0
10594	40	40	0
10611	1	40	0
10620	39	40	0
10625	1	40	0
10655	40	40	0
10658	5	40	0
10678	40	40	0
10739	40	40	0
10755	40	40	0
10755	32	40	0
10776	1	40	0
10839	40	40	0
10874	32	40	0
10935	40	40	0
10964	40	40	0
11001	5	40	0
11098	40	40	0
11121	40	40	0
11438	40	40	0
11498	40	40	0
11514	40	40	0
11561	40	40	0
11563	12	40	0
11615	1	40	0
11616	2	40	0
11692	40	40	0
11701	1	40	0
11740	30	40	0
11781	40	40	0
11799	10	40	0
11834	40	40	0
11879	40	40	0
11888	6	40	0
11965	40	40	0
11975	40	40	0
12020	40	40	0
12087	40	40	0
12226	2	40	0
12253	40	40	0
12289	3	40	0
12386	2	40	0
12432	2	40	0
12458	40	40	0
12474	40	40	0
12493	40	40	0
12506	40	40	0
12568	40	40	0
12578	40	40	0
12682	40	40	0
12724	40	40	0
12829	1	40	0
12857	40	40	0
12883	1	40	0
12921	2	40	0
12985	40	40	0
13011	40	40	0
13052	40	40	0
13301	40	40	0
13321	40	40	0
13433	40	40	0
13439	40	40	0
13465	40	40	0
13606	40	40	0
13611	2	40	0
13629	40	40	0
13797	11	40	0
13834	40	40	0
13839	40	40	0
13932	40	40	0
13936	40	40	0
14033	40	40	0
14086	40	40	0
14117	26	40	0
14129	19	40	0
14245	40	40	0
14250	40	40	0
14324	40	40	0
14329	9	40	0
14344	40	40	0
14356	23	40	0
14379	40	40	0
14534	15	40	0
14568	40	40	0
14592	40	40	0
14674	40	40	0
14700	40	40	0
14775	40	40	0
14826	40	40	0
14923	40	40	0
15031	40	40	0
15122	40	40	0
15123	40	40	0
15225	20	40	0
15229	12	40	0
15252	40	40	0
15298	40	40	0
15298	40	40	0
15349	40	40	0
15428	40	40	0
15447	3	40	0
15486	40	40	0
15600	40	40	0
15624	40	40	0
15641	40	40	0
15724	40	40	0
15739	40	40	0
15810	40	40	0
15834	40	40	0
15894	4	40	0
15919	40	40	0
15940	3	40	0
15988	40	40	0
16048	40	40	0
16067	40	40	0
16120	40	40	0
16158	40	40	0
16165	40	40	0
16176	40	40	0
16257	40	40	0
16287	40	40	0
16316	40	40	0
16355	40	40	0
16403	40	40	0
16482	40	40	0
16482	40	40	0
16514	40	40	0
16520	40	40	0
16528	15	40	0
16531	40	40	0
16591	2	40	0
16729	2	40	0
16745	14	40	0
16750	40	40	0
16766	2	40	0
16886	40	40	0
16992	4	40	0
17071	40	40	0
17074	40	40	0
17193	40	40	0
17232	40	40	0
17263	40	40	0
17311	1	40	0
17419	40	40	0
17825	40	40	0
17825	40	40	0
17850	40	40	0
17951	40	40	0
18056	6	40	0
18064	40	40	0
18076	40	40	0
18082	6	40	0
18086	1	40	0
18128	40	40	0
18137	40	40	0
18178	40	40	0
18220	40	40	0
18277	40	40	0
18300	1	40	0
18307	40	40	0
18443	40	40	0
18564	40	40	0
18722	40	40	0
18801	40	40	0
18802	40	40	0
18824	40	40	0
18830	1	40	0
18846	40	40	0
18851	1	40	0
18903	1	40	0
18966	6	40	0
19055	1	40	0
19077	40	40	0
19134	40	40	0
19141	40	40	0
19156	4	40	0
19161	40	40	0
19272	40	40	0
19289	40	40	0
19303	2	40	0
19398	40	40	0
19476	40	40	0
19493	11	40	0
19576	40	40	0
19641	40	40	0
19767	6	40	0
19771	40	40	0
19784	40	40	0
19824	40	40	0
19923	1	40	0
19946	1	40	0
19946	4	40	0
20014	1	40	0
20050	1	40	0
20058	40	40	0
20100	2	40	0
20100	40	40	0
20156	40	40	0
20197	1	40	0
20204	1	40	0
20206	39	40	0
20235	40	40	0
20279	1	40	0
20304	39	40	0
20313	1	40	0
20320	39	40	0
20331	39	40	0
20390	39	40	0
20487	27	40	0
20489	40	40	0
20503	1	40	0
20531	39	40	0
20626	1	40	0
20645	1	40	0
20660	1	40	0
20727	1	40	0
20732	1	40	0
20745	1	40	0
20760	39	40	0
20770	1	40	0
20808	39	40	0
20869	6	40	0
20872	1	40	0
21075	2	40	0
21127	1	40	0
21189	40	40	0
21264	1	40	0
21283	1	40	0
21296	1	40	0
21321	1	40	0
21404	3	40	0
21492	1	40	0
21522	39	40	0
21541	40	40	0
21552	39	40	0
21605	2	40	0
21615	1	40	0
21617	1	40	0
21624	20	40	0
21642	1	40	0
21650	39	40	0
21675	20	40	0
21736	39	40	0
21802	40	40	0
21858	1	40	0
21874	40	40	0
21882	39	40	0
21984	1	40	0
21990	1	40	0
22035	1	40	0
22039	40	40	0
22103	39	40	0
22160	1	40	0
22180	39	40	0
22234	37	40	0
22305	9	40	0
22309	40	40	0
22339	40	40	0
22411	39	40	0
22445	1	40	0
22464	40	40	0
22467	40	40	0
22524	39	40	0
22549	8	40	0
22579	2	40	0
22627	2	40	0
22711	2	40	0
22745	38	40	0
22758	2	40	0
22771	2	40	0
22831	38	40	0
22850	40	40	0
22913	40	40	0
22951	2	40	0
22974	23	40	0
23052	40	40	0
23075	40	40	0
23123	40	40	0
23181	40	40	0
23192	40	40	0
23263	34	40	0
23316	2	40	0
23328	7	40	0
23380	39	40	0
23397	1	40	0
23416	1	40	0
23424	1	40	0
23467	1	40	0
23486	39	40	0
23575	1	40	0
23696	40	40	0
23781	16	40	0
23798	1	40	0
23819	1	40	0
23840	1	40	0
23862	40	40	0
23863	40	40	0
23870	40	40	0
23910	39	40	0
23938	26	40	0
23950	2	40	0
23972	1	40	0
24077	39	40	0
24088	1	40	0
24099	39	40	0
24106	18	40	0
24142	39	40	0
24166	40	40	0
24201	39	40	0
24210	5	40	0
24265	1	40	0
24322	39	40	0
24328	39	40	0
24384	6	40	0
24443	1	40	0
24459	40	40	0
24466	2	40	0
24482	39	40	0
24544	15	40	0
24566	1	40	0
24571	40	40	0
24625	24	40	0
24632	37	40	0
24635	1	40	0
24647	40	40	0
24662	40	40	0
24708	40	40	0
24718	1	40	0
24738	1	40	0
24755	39	40	0
24772	1	40	0
24779	40	40	0
24846	40	40	0
24874	1	40	0
24885	40	40	0
24886	40	40	0
24901	1	40	0
25037	39	40	0
25050	40	40	0
25071	40	40	0
25084	9	40	0
25142	39	40	0
25151	1	40	0
25153	5	40	0
25161	40	40	0
25259	1	40	0
25350	1	40	0
25414	1	40	0
25416	4	40	0
25440	40	40	0
25446	40	40	0
25467	1	40	0
25474	39	40	0
25495	40	40	0
25525	1	40	0
25592	40	40	0
25608	1	40	0
25686	39	40	0
25692	1	40	0
25725	39	40	0
25790	1	40	0
25820	40	40	0
25835	40	40	0
25873	1	40	0
25911	40	40	0
25930	39	40	0
25950	1	40	0
25977	40	40	0
26008	1	40	0
26022	40	40	0
26066	39	40	0
26077	6	40	0
26133	39	40	0
26144	39	40	0
26153	12	40	0
26167	39	40	0
26177	39	40	0
26220	1	40	0
26255	1	40	0
26284	40	40	0
26293	40	40	0
26377	40	40	0
26417	39	40	0
26443	14	40	0
26501	1	40	0
26531	40	40	0
26544	39	40	0
26558	1	40	0
26565	4	40	0
26642	32	40	0
26697	39	40	0
26806	40	40	0
26812	40	40	0
26835	40	40	0
26849	40	40	0
26962	40	40	0
26968	40	40	0
27085	40	40	0
27091	40	40	0
27283	40	40	0
27365	40	40	0
27421	40	40	0
27428	7	40	0
27530	40	40	0
27581	1	40	0
27590	16	40	0
27626	40	40	0
27695	40	40	0
27752	40	40	0
27807	40	40	0
27844	40	40	0
27860	40	40	0
27866	40	40	0
27910	40	40	0
27911	40	40	0
27919	40	40	0
27942	40	40	0
27944	10	40	0
28047	40	40	0
28073	29	40	0
28083	40	40	0
28157	40	40	0
28159	19	40	0
28189	20	40	0
28206	40	40	0
28208	40	40	0
28247	40	40	0
28253	40	40	0
28258	40	40	0
28317	3	40	0
28349	40	40	0
28527	23	40	0
28678	40	40	0
28696	40	40	0
28712	40	40	0
28751	40	40	0
28924	40	40	0
28957	40	40	0
28958	40	40	0
28997	6	40	0
29107	40	40	0
29110	32	40	0
29161	4	40	0
29237	40	40	0
29251	2	40	0
29310	40	40	0
29351	40	40	0
29435	40	40	0
29453	1	40	0
29506	40	40	0
29543	40	40	0
29549	40	40	0
29580	40	40	0
29645	40	40	0
29645	40	40	0
29653	40	40	0
29684	40	40	0
29703	40	40	0
29731	3	40	0
29732	9	40	0
29765	28	40	0
29775	9	40	0
29789	40	40	0
29799	40	40	0
29916	40	40	0
29920	1	40	0
29936	29	40	0
29981	3	40	0
29999	40	40	0
30091	40	40	0
30104	40	40	0
30264	40	40	0
30286	40	40	0
30288	40	40	0
30323	40	40	0
30373	40	40	0
30433	12	40	0
30486	40	40	0
30489	40	40	0
30538	40	40	0
30548	40	40	0
30701	40	40	0
30753	40	40	0
30754	40	40	0
30809	5	40	0
30817	3	40	0
30855	40	40	0
30882	1	40	0
30886	40	40	0
30912	40	40	0
30916	3	40	0
30932	40	40	0
30968	40	40	0
30978	37	40	0
31042	40	40	0
31055	1	40	0
31121	40	40	0
31164	18	40	0
31187	40	40	0
31255	1	40	0
31275	31	40	0
31383	40	40	0
31407	40	40	0
31498	40	40	0
31535	40	40	0
31541	40	40	0
31632	1	40	0
31665	40	40	0
31696	3	40	0
31827	40	40	0
31831	25	40	0
31967	40	40	0
31988	40	40	0
31990	40	40	0
31998	1	40	0
32027	40	40	0
32051	40	40	0
32134	40	40	0
32140	40	40	0
32161	40	40	0
32188	40	40	0
32228	40	40	0
32284	3	40	0
32310	40	40	0
32331	40	40	0
32338	40	40	0
32375	40	40	0
32416	40	40	0
32418	17	40	0
32560	9	40	0
32570	40	40	0
32576	40	40	0
32610	40	40	0
32662	14	40	0
32681	40	40	0
32688	14	40	0
32706	3	40	0
32779	11	40	0
32780	40	40	0
32834	40	40	0
32844	40	40	0
32852	40	40	0
32853	13	40	0
32864	40	40	0
32889	40	40	0
32963	40	40	0
32979	29	40	0
33055	1	40	0
33069	40	40	0
33107	40	40	0
33227	40	40	0
33350	40	40	0
33424	40	40	0
33460	40	40	0
33497	40	40	0
33779	15	40	0
33789	15	40	0
33789	40	40	0
33821	40	40	0
33867	40	40	0
33936	40	40	0
33957	40	40	0
33977	40	40	0
33985	40	40	0
34046	4	40	0
34048	40	40	0
34075	40	40	0
34076	15	40	0
34134	3	40	0
34224	40	40	0
34229	40	40	0
34473	40	40	0
34474	40	40	0
34481	40	40	0
34482	40	40	0
34582	2	40	0
34583	5	40	0
34611	40	40	0
34623	9	40	0
34648	40	40	0
34685	40	40	0
34731	40	40	0
34821	19	40	0
34829	21	40	0
34941	40	40	0
34969	40	40	0
34978	40	40	0
35087	40	40	0
35132	21	40	0
35156	40	40	0
35208	40	40	0
35211	40	40	0
35274	7	40	0
35293	40	40	0
35300	40	40	0
35306	40	40	0
35493	40	40	0
35721	1	40	0
35768	40	40	0
35812	40	40	0
35841	40	40	0
35898	40	40	0
35903	40	40	0
35929	1	40	0
35973	40	40	0
36065	5	40	0
36233	3	40	0
36253	25	40	0
36289	40	40	0
36294	2	40	0
36321	40	40	0
36484	40	40	0
36502	40	40	0
36594	3	40	0
36656	35	40	0
36775	9	40	0
36866	40	40	0
36878	40	40	0
36946	40	40	0
36970	18	40	0
36974	40	40	0
36979	40	40	0
36991	40	40	0
37003	40	40	0
37018	26	40	0
37072	2	40	0
37089	40	40	0
37100	9	40	0
37148	40	40	0
37157	40	40	0
37196	40	40	0
37324	40	40	0
37411	8	40	0
37432	2	40	0
37437	40	40	0
37528	28	40	0
37550	40	40	0
37568	40	40	0
37596	40	40	0
37631	40	40	0
37821	13	40	0
37833	40	40	0
37922	40	40	0
37972	40	40	0
37994	40	40	0
38030	11	40	0
38045	40	40	0
38078	27	40	0
38087	40	40	0
38115	40	40	0
38124	40	40	0
38151	40	40	0
38197	40	40	0
38376	40	40	0
38387	40	40	0
38436	40	40	0
38485	18	40	0
38541	40	40	0
38571	40	40	0
38573	2	40	0
38671	40	40	0
38712	40	40	0
38713	1	40	0
38748	2	40	0
38800	40	40	0
38831	40	40	0
38857	40	40	0
38876	40	40	0
39067	40	40	0
39088	40	40	0
39273	40	40	0
39278	1	40	0
39310	40	40	0
39397	40	40	0
39407	40	40	0
39523	22	40	0
39536	40	40	0
39541	2	40	0
39604	40	40	0
39697	40	40	0
39757	40	40	0
39759	40	40	0
39961	40	40	0
40005	1	40	0
40018	8	40	0
40052	36	40	0
40345	8	40	0
40379	40	40	0
40382	40	40	0
40419	1	40	0
40510	40	40	0
40528	40	40	0
40538	40	40	0
40555	40	40	0
40694	40	40	0
40739	24	40	0
40760	40	40	0
40801	1	40	0
40844	40	40	0
40900	40	40	0
40933	40	40	0
40965	40	40	0
41055	40	40	0
41084	40	40	0
41145	40	40	0
41194	2	40	0
41291	40	40	0
41293	40	40	0
41321	9	40	0
41403	9	40	0
41405	40	40	0
41476	40	40	0
41566	40	40	0
41705	5	40	0
41707	40	40	0
41737	40	40	0
41815	40	40	0
41827	40	40	0
41830	12	40	0
41940	40	40	0
41972	40	40	0
41992	31	40	0
42091	12	40	0
42214	40	40	0
42243	40	40	0
42246	2	40	0
42294	40	40	0
42317	19	40	0
42334	40	40	0
42373	40	40	0
42384	38	40	0
42434	40	40	0
42653	40	40	0
42657	40	40	0
42750	40	40	0
42763	40	40	0
42775	40	40	0
42841	40	40	0
42877	40	40	0
42904	40	40	0
42952	40	40	0
42982	40	40	0
43095	40	40	0
43116	40	40	0
43128	40	40	0
43129	4	40	0
43264	40	40	0
43324	40	40	0
43358	1	40	0
43376	40	40	0
43381	40	40	0
43400	40	40	0
43468	40	40	0
43482	4	40	0
43499	40	40	0
43607	1	40	0
43671	40	40	0
43820	40	40	0
43839	1	40	0
43912	40	40	0
43944	2	40	0
43959	40	40	0
44030	17	40	0
44151	13	40	0
44218	40	40	0
44239	3	40	0
44264	36	40	0
44347	40	40	0
44350	40	40	0
44443	40	40	0
44452	2	40	0
44464	40	40	0
44471	2	40	0
44543	40	40	0
44573	40	40	0
44865	3	40	0
44941	40	40	0
44955	40	40	0
45002	2	40	0
45019	40	40	0
45067	1	40	0
45072	40	40	0
45079	40	40	0
45083	40	40	0
45131	40	40	0
45157	40	40	0
45165	40	40	0
45170	40	40	0
45198	4	40	0
45233	40	40	0
45250	40	40	0
45301	40	40	0
45316	1	40	0
45364	40	40	0
45381	2	40	0
45393	6	40	0
45443	1	40	0
45578	40	40	0
45602	38	40	0
45605	9	40	0
45668	2	40	0
45670	2	40	0
45683	40	40	0
45720	2	40	0
45800	2	40	0
45847	3	40	0
45853	3	40	0
45880	1	40	0
45895	2	40	0
45933	2	40	0
45935	40	40	0
46032	2	40	0
46059	40	40	0
46069	38	40	0
46128	7	40	0
46211	2	40	0
46240	40	40	0
46285	2	40	0
46392	38	40	0
46436	37	40	0
46497	2	40	0
46505	40	40	0
46534	38	40	0
46571	38	40	0
46594	40	40	0
46596	2	40	0
46640	40	40	0
46644	2	40	0
46662	2	40	0
46666	2	40	0
46696	2	40	0
46708	2	40	0
46739	38	40	0
46746	2	40	0
46772	40	40	0
46776	38	40	0
46780	40	40	0
46792	40	40	0
46813	1	40	0
47014	38	40	0
47035	2	40	0
47056	40	40	0
47057	40	40	0
47230	2	40	0
47235	40	40	0
47263	38	40	0
47307	2	40	0
47345	3	40	0
47373	1	40	0
47407	1	40	0
47446	39	40	0
47450	2	40	0
47511	1	40	0
47573	40	40	0
47629	1	40	0
47632	1	40	0
47638	39	40	0
47646	1	40	0
47673	40	40	0
47674	39	40	0
47694	1	40	0
47736	40	40	0
47759	39	40	0
47763	11	40	0
47797	40	40	0
47800	1	40	0
47879	39	40	0
47891	1	40	0
47995	39	40	0
48109	1	40	0
48190	40	40	0
48213	29	40	0
48241	39	40	0
48250	39	40	0
48290	40	40	0
48317	39	40	0
48342	1	40	0
48369	39	40	0
48389	40	40	0
48395	40	40	0
48407	7	40	0
48417	1	40	0
48480	33	40	0
48504	39	40	0
48574	1	40	0
48616	1	40	0
48626	1	40	0
48635	39	40	0
48652	2	40	0
48657	1	40	0
48665	39	40	0
48694	39	40	0
48702	1	40	0
48774	40	40	0
48858	40	40	0
48872	40	40	0
48968	1	40	0
48974	40	40	0
48986	1	40	0
49013	3	40	0
49033	1	40	0
49081	39	40	0
49083	40	40	0
49093	39	40	0
49105	4	40	0
49144	1	40	0
49148	1	40	0
49156	1	40	0
49160	1	40	0
49190	1	40	0
49199	1	40	0
49236	1	40	0
49337	40	40	0
49340	1	40	0
49366	2	40	0
49391	39	40	0
49393	1	40	0
49399	3	40	0
49406	40	40	0
49418	40	40	0
49455	1	40	0
49489	40	40	0
49510	39	40	0
49536	39	40	0
49547	1	40	0
49623	39	40	0
49624	1	40	0
49683	40	40	0
49691	39	40	0
49709	40	40	0
49719	1	40	0
49761	39	40	0
49894	1	40	0
49909	1	40	0
49974	4	40	0
50008	39	40	0
50049	1	40	0
50073	39	40	0
50103	40	40	0
50125	39	40	0
50183	1	40	0
50199	40	40	0
50207	1	40	0
50213	1	40	0
50218	3	40	0
50272	39	40	0
50352	39	40	0
50392	39	40	0
50475	1	40	0
50483	40	40	0
50541	40	40	0
50592	40	40	0
50638	2	40	0
50673	40	40	0
50770	39	40	0
50858	40	40	0
50915	40	40	0
50938	40	40	0
50953	1	40	0
50973	9	40	0
50978	1	40	0
50982	39	40	0
50985	1	40	0
51011	40	40	0
51075	1	40	0
51096	1	40	0
51148	39	40	0
51184	1	40	0
51232	39	40	0
51268	39	40	0
51277	1	40	0
51340	1	40	0
51355	1	40	0
51399	40	40	0
51410	40	40	0
51447	40	40	0
51515	39	40	0
51577	40	40	0
51698	40	40	0
51703	19	40	0
51724	1	40	0
51729	1	40	0
51766	1	40	0
51781	39	40	0
51787	1	40	0
51856	1	40	0
51925	1	40	0
51950	39	40	0
51964	39	40	0
51965	1	40	0
51990	39	40	0
52035	1	40	0
52042	39	40	0
52103	1	40	0
52113	39	40	0
52217	2	40	0
52271	1	40	0
52279	39	40	0
52424	4	40	0
52445	40	40	0
52578	39	40	0
52604	1	40	0
52612	39	40	0
52684	1	40	0
52709	1	40	0
52749	40	40	0
52811	39	40	0
52812	1	40	0
52814	40	40	0
52886	40	40	0
52913	1	40	0
52927	39	40	0
52971	39	40	0
52981	37	40	0
53009	40	40	0
53043	40	40	0
53062	40	40	0
53159	1	40	0
53188	1	40	0
53196	12	40	0
53263	2	40	0
53290	1	40	0
53299	39	40	0
53312	40	40	0
53320	1	40	0
53321	40	40	0
53338	39	40	0
53354	40	40	0
53391	2	40	0
53427	40	40	0
53507	9	40	0
53534	17	40	0
53625	39	40	0
53638	32	40	0
53643	1	40	0
53712	1	40	0
53740	40	40	0
53772	1	40	0
53781	39	40	0
53928	1	40	0
53958	40	40	0
53980	33	40	0
54040	39	40	0
54055	39	40	0
54085	39	40	0
54093	40	40	0
54093	1	40	0
54144	1	40	0
54147	26	40	0
54194	39	40	0
54260	1	40	0
54264	4	40	0
54272	1	40	0
54274	40	40	0
54316	39	40	0
54340	40	40	0
54351	40	40	0
54397	1	40	0
54424	40	40	0
54429	39	40	0
54475	40	40	0
54531	19	40	0
54556	1	40	0
54574	40	40	0
54581	39	40	0
54590	1	40	0
54673	39	40	0
54682	1	40	0
54683	39	40	0
54726	1	40	0
54734	40	40	0
54747	15	40	0
54753	40	40	0
54768	40	40	0
54806	40	40	0
54865	39	40	0
54875	39	40	0
54892	40	40	0
54957	3	40	0
54961	1	40	0
54981	40	40	0
55032	39	40	0
55057	27	40	0
55068	39	40	0
55218	1	40	0
55241	39	40	0
55310	40	40	0
55312	40	40	0
55317	39	40	0
55338	1	40	0
55372	39	40	0
55377	40	40	0
55425	39	40	0
55427	39	40	0
55451	39	40	0
55490	39	40	0
55521	4	40	0
55529	1	40	0
55535	39	40	0
55554	2	40	0
55568	39	40	0
55575	40	40	0
55604	4	40	0
55610	40	40	0
55635	1	40	0
55640	1	40	0
55641	1	40	0
55770	1	40	0
55779	1	40	0
55800	3	40	0
55802	5	40	0
55822	2	40	0
55824	1	40	0
55864	1	40	0
55872	1	40	0
55888	1	40	0
55929	10	40	0
55933	40	40	0
55933	6	40	0
55991	3	40	0
55999	1	40	0
56091	40	40	0
56103	1	40	0
56116	4	40	0
56153	40	40	0
56154	40	40	0
56197	34	40	0
56240	39	40	0
56276	1	40	0
56312	40	40	0
56336	39	40	0
56356	39	40	0
56376	39	40	0
56387	1	40	0
56432	39	40	0
56465	40	40	0
56589	40	40	0
56741	39	40	0
56826	40	40	0
56863	40	40	0
56872	1	40	0
56886	1	40	0
56895	8	40	0
56988	40	40	0
57045	1	40	0
57048	40	40	0
57068	40	40	0
57174	39	40	0
57191	40	40	0
57196	5	40	0
57209	1	40	0
57214	39	40	0
57228	1	40	0
57235	1	40	0
57320	39	40	0
57351	40	40	0
57436	40	40	0
57463	5	40	0
57485	1	40	0
57516	1	40	0
57571	40	40	0
57626	39	40	0
57643	4	40	0
57663	15	40	0
57669	3	40	0
57701	39	40	0
57712	1	40	0
57799	1	40	0
57807	39	40	0
57883	40	40	0
57890	39	40	0
57900	1	40	0
57921	10	40	0
58126	40	40	0
58143	26	40	0
58165	1	40	0
58177	40	40	0
58210	39	40	0
58217	1	40	0
58218	1	40	0
58274	2	40	0
58275	2	40	0
58281	14	40	0
58310	2	40	0
58314	6	40	0
58329	2	40	0
58332	2	40	0
58419	13	40	0
58431	2	40	0
58443	40	40	0
58465	28	40	0
58479	28	40	0
58492	40	40	0
58551	1	40	0
58628	39	40	0
58660	4	40	0
58718	40	40	0
58737	40	40	0
58740	5	40	0
58783	1	40	0
58799	1	40	0
58835	1	40	0
58855	39	40	0
58857	12	40	0
58877	12	40	0
58941	1	40	0
58969	39	40	0
58995	18	40	0
59016	7	40	0
59022	1	40	0
59026	4	40	0
59028	1	40	0
59030	1	40	0
59121	1	40	0
59129	29	40	0
59160	2	40	0
59163	11	40	0
59192	1	40	0
59308	40	40	0
59312	1	40	0
59323	40	40	0
59352	39	40	0
59392	40	40	0
59393	13	40	0
59399	40	40	0
59410	12	40	0
59431	16	40	0
59459	25	40	0
59504	7	40	0
59506	4	40	0
59521	1	40	0
59537	39	40	0
59546	39	40	0
59557	40	40	0
59583	3	40	0
59589	1	40	0
59597	39	40	0
59619	40	40	0
59687	39	40	0
59730	39	40	0
59732	39	40	0
59745	40	40	0
59843	1	40	0
59856	1	40	0
59956	40	40	0
59963	2	40	0
59982	7	40	0
60011	39	40	0
60022	40	40	0
60034	40	40	0
60058	40	40	0
60077	2	40	0
60120	4	40	0
60183	39	40	0
