position	x	n	folded
14865	40	40	0
14873	40	40	0
14883	3	40	0
14899	37	40	0
14920	37	40	0
14994	3	40	0
15005	3	40	0
15017	37	40	0
15032	3	40	0
15066	1	40	0
15070	3	40	0
15091	3	40	0
15131	40	40	0
15184	37	40	0
15207	3	40	0
15226	40	40	0
15260	3	40	0
15262	40	40	0
15267	3	40	0
15278	40	40	0
15309	20	40	0
15324	3	40	0
15395	40	40	0
15417	37	40	0
15429	3	40	0
15454	37	40	0
15549	40	40	0
15581	3	40	0
15613	40	40	0
15631	37	40	0
15647	40	40	0
15653	3	40	0
15659	3	40	0
15668	37	40	0
15707	3	40	0
15715	37	40	0
15747	40	40	0
15751	37	40	0
15754	3	40	0
15760	17	40	0
15784	3	40	0
15828	37	40	0
15858	1	40	0
15862	3	40	0
15976	40	40	0
16039	37	40	0
16047	40	40	0
16098	40	40	0
16130	40	40	0
16140	40	40	0
16191	40	40	0
16225	1	40	0
16282	39	40	0
16338	40	40	0
16344	1	40	0
16356	1	40	0
16396	40	40	0
16431	1	40	0
16505	39	40	0
16537	2	40	0
16603	1	40	0
16603	1	40	0
16656	1	40	0
16663	1	40	0
16672	39	40	0
16691	39	40	0
16803	21	40	0
16824	1	40	0
16835	3	40	0
16963	1	40	0
17031	40	40	0
17045	40	40	0
17055	1	40	0
17076	1	40	0
17145	1	40	0
17227	1	40	0
17245	39	40	0
17278	40	40	0
17372	1	40	0
17421	40	40	0
17444	1	40	0
17448	2	40	0
17448	39	40	0
17515	1	40	0
17532	1	40	0
17545	1	40	0
17562	40	40	0
17564	39	40	0
17587	40	40	0
17626	9	40	0
17670	1	40	0
17796	1	40	0
17806	39	40	0
17845	1	40	0
17877	39	40	0
17892	39	40	0
17932	39	40	0
17962	9	40	0
17995	1	40	0
18034	1	40	0
18081	40	40	0
18085	40	40	0
18119	1	40	0
18143	39	40	0
18152	1	40	0
18153	39	40	0
18168	39	40	0
18229	1	40	0
18272	39	40	0
18277	39	40	0
18337	3	40	0
18337	40	40	0
18349	39	40	0
18374	1	40	0
18383	39	40	0
18424	34	40	0
18466	39	40	0
18470	1	40	0
18492	39	40	0
18510	39	40	0
18514	40	40	0
18518	1	40	0
18592	39	40	0
18613	39	40	0
18730	40	40	0
18735	5	40	0
18761	20	40	0
18781	40	40	0
18790	1	40	0
18805	21	40	0
18810	39	40	0
18861	40	40	0
18877	40	40	0
18934	39	40	0
19052	39	40	0
19107	39	40	0
19125	1	40	0
19133	1	40	0
19144	1	40	0
19156	5	40	0
19212	1	40	0
19297	1	40	0
19299	5	40	0
19300	1	40	0
19321	1	40	0
19332	1	40	0
19339	1	40	0
19373	39	40	0
19565	1	40	0
19576	29	40	0
19581	40	40	0
19598	1	40	0
19600	1	40	0
19620	1	40	0
19621	1	40	0
19810	16	40	0
19813	1	40	0
19852	1	40	0
19863	1	40	0
19900	39	40	0
20028	39	40	0
20051	40	40	0
20061	39	40	0
20063	40	40	0
20084	1	40	0
20126	1	40	0
20199	40	40	0
20203	40	40	0
20210	9	40	0
20242	26	40	0
20260	1	40	0
20436	5	40	0
20443	17	40	0
20456	39	40	0
20477	1	40	0
20594	40	40	0
20598	1	40	0
20649	1	40	0
20734	1	40	0
20838	40	40	0
20862	40	40	0
20876	6	40	0
20886	1	40	0
20893	39	40	0
20937	1	40	0
20989	39	40	0
21042	2	40	0
21102	39	40	0
21105	2	40	0
21155	40	40	0
21209	40	40	0
21222	39	40	0
21285	1	40	0
21353	1	40	0
21420	1	40	0
21471	1	40	0
21511	1	40	0
21637	39	40	0
21667	39	40	0
21669	1	40	0
21899	39	40	0
21904	40	40	0
21952	39	40	0
21961	40	40	0
21976	1	40	0
21983	1	40	0
21990	40	40	0
22013	39	40	0
22069	40	40	0
22170	40	40	0
22359	40	40	0
22553	40	40	0
22650	40	40	0
22894	2	40	0
22923	40	40	0
22957	40	40	0
23031	40	40	0
23125	40	40	0
23136	11	40	0
23213	40	40	0
23279	2	40	0
23317	40	40	0
23318	40	40	0
23326	40	40	0
23428	2	40	0
23451	40	40	0
23499	23	40	0
23529	40	40	0
23559	40	40	0
23855	7	40	0
23860	40	40	0
23899	40	40	0
24080	14	40	0
24204	40	40	0
24321	1	40	0
24334	2	40	0
24449	27	40	0
24508	40	40	0
24550	40	40	0
24564	40	40	0
24649	22	40	0
24664	3	40	0
24694	40	40	0
24785	40	40	0
24788	40	40	0
24798	4	40	0
24841	8	40	0
24968	40	40	0
25022	40	40	0
25083	40	40	0
25162	40	40	0
25163	40	40	0
25207	40	40	0
25256	7	40	0
25258	40	40	0
25400	3	40	0
25404	40	40	0
25415	40	40	0
25470	1	40	0
25506	40	40	0
25610	40	40	0
25650	40	40	0
25666	40	40	0
25699	8	40	0
25747	40	40	0
25750	1	40	0
25764	40	40	0
25883	31	40	0
25943	40	40	0
25970	40	40	0
26035	40	40	0
26169	15	40	0
26219	2	40	0
26255	40	40	0
26466	40	40	0
26526	40	40	0
26589	40	40	0
26653	1	40	0
26659	1	40	0
26702	40	40	0
26721	40	40	0
26756	40	40	0
26912	40	40	0
26941	40	40	0
27010	2	40	0
27011	40	40	0
27066	3	40	0
27122	5	40	0
27138	40	40	0
27255	40	40	0
27270	40	40	0
27342	40	40	0
27371	15	40	0
27387	7	40	0
27445	40	40	0
27450	40	40	0
27488	40	40	0
27563	40	40	0
27869	40	40	0
27930	40	40	0
27974	3	40	0
27992	40	40	0
28034	40	40	0
28049	40	40	0
28079	40	40	0
28096	40	40	0
28273	40	40	0
28283	40	40	0
28296	40	40	0
28392	17	40	0
28477	40	40	0
28542	40	40	0
28630	40	40	0
28644	40	40	0
28674	40	40	0
28698	22	40	0
28764	40	40	0
28765	9	40	0
28892	40	40	0
28915	40	40	0
28940	40	40	0
29021	7	40	0
29061	40	40	0
29069	6	40	0
29196	2	40	0
29246	40	40	0
29303	27	40	0
29388	40	40	0
29444	1	40	0
29486	25	40	0
29527	40	40	0
29545	40	40	0
29607	40	40	0
29627	40	40	0
29627	15	40	0
29634	40	40	0
29683	40	40	0
29684	1	40	0
29698	6	40	0
29703	26	40	0
29721	40	40	0
29747	40	40	0
29751	1	40	0
29849	40	40	0
29862	19	40	0
29883	40	40	0
29928	2	40	0
29979	40	40	0
30103	35	40	0
30138	3	40	0
30252	40	40	0
30327	40	40	0
30367	40	40	0
30384	40	40	0
30389	40	40	0
30426	40	40	0
30454	40	40	0
30525	40	40	0
30542	7	40	0
30555	40	40	0
30653	40	40	0
30694	40	40	0
30750	40	40	0
30825	40	40	0
30996	4	40	0
31070	40	40	0
31071	10	40	0
31134	6	40	0
31208	11	40	0
31294	6	40	0
31441	40	40	0
31507	9	40	0
31509	40	40	0
31514	40	40	0
31594	9	40	0
31625	40	40	0
31640	40	40	0
31679	40	40	0
31687	1	40	0
31696	2	40	0
31701	2	40	0
31735	40	40	0
31742	13	40	0
31911	22	40	0
31997	40	40	0
32048	11	40	0
32062	22	40	0
32085	40	40	0
32087	40	40	0
32109	5	40	0
32156	36	40	0
32202	1	40	0
32241	40	40	0
32244	40	40	0
32283	40	40	0
32306	40	40	0
32345	40	40	0
32380	3	40	0
32517	40	40	0
32548	1	40	0
32557	12	40	0
32765	40	40	0
32775	30	40	0
32777	40	40	0
32816	30	40	0
32843	30	40	0
32850	10	40	0
32897	40	40	0
32955	22	40	0
32977	40	40	0
32978	40	40	0
32980	7	40	0
33033	7	40	0
33050	7	40	0
33065	3	40	0
33100	40	40	0
33209	40	40	0
33211	9	40	0
33236	6	40	0
33434	40	40	0
33492	40	40	0
33531	40	40	0
33573	40	40	0
33749	40	40	0
33808	40	40	0
33833	40	40	0
33924	16	40	0
33944	40	40	0
33976	40	40	0
34028	40	40	0
34033	2	40	0
34065	40	40	0
34096	40	40	0
34156	40	40	0
34207	1	40	0
34238	40	40	0
34327	17	40	0
34341	18	40	0
34370	40	40	0
34400	40	40	0
34429	1	40	0
34468	6	40	0
34484	40	40	0
34503	40	40	0
34524	40	40	0
34531	40	40	0
34545	40	40	0
34620	40	40	0
34623	40	40	0
34655	40	40	0
34731	40	40	0
34794	1	40	0
34870	40	40	0
34926	40	40	0
34936	40	40	0
34964	40	40	0
34998	2	40	0
35017	40	40	0
35073	1	40	0
35074	40	40	0
35107	40	40	0
35124	40	40	0
35144	40	40	0
35229	20	40	0
35377	40	40	0
35380	40	40	0
35406	3	40	0
35420	40	40	0
35490	14	40	0
35582	28	40	0
35584	40	40	0
35702	40	40	0
35760	2	40	0
35822	40	40	0
35837	10	40	0
35841	40	40	0
35893	30	40	0
35970	40	40	0
36031	6	40	0
36073	40	40	0
36074	3	40	0
36247	3	40	0
36248	40	40	0
36254	7	40	0
36265	1	40	0
36289	1	40	0
36334	3	40	0
36398	40	40	0
36512	40	40	0
36555	40	40	0
36684	40	40	0
36724	4	40	0
36728	3	40	0
36765	4	40	0
36807	40	40	0
36841	40	40	0
36851	40	40	0
36861	40	40	0
36889	40	40	0
36945	40	40	0
36987	40	40	0
37199	2	40	0
37273	40	40	0
37289	40	40	0
37320	40	40	0
37328	40	40	0
37335	40	40	0
37336	40	40	0
37354	40	40	0
37366	5	40	0
37406	3	40	0
37473	40	40	0
37473	40	40	0
37495	4	40	0
37613	40	40	0
37817	1	40	0
37849	27	40	0
37925	40	40	0
37968	18	40	0
37988	15	40	0
38021	40	40	0
38023	40	40	0
38047	15	40	0
38099	40	40	0
38187	12	40	0
38214	40	40	0
38276	1	40	0
38277	40	40	0
38315	40	40	0
38461	40	40	0
38523	40	40	0
38525	40	40	0
38537	40	40	0
38592	1	40	0
38594	1	40	0
38602	40	40	0
38748	40	40	0
38789	1	40	0
38809	40	40	0
38874	40	40	0
39000	40	40	0
39344	40	40	0
39445	40	40	0
39465	40	40	0
39512	40	40	0
39922	9	40	0
39929	26	40	0
39982	40	40	0
40007	40	40	0
40082	40	40	0
40108	40	40	0
40115	40	40	0
40125	1	40	0
40232	40	40	0
40240	40	40	0
40305	3	40	0
40434	40	40	0
40444	40	40	0
40512	40	40	0
40557	40	40	0
40604	40	40	0
40647	40	40	0
40824	40	40	0
40835	5	40	0
40854	40	40	0
40915	40	40	0
40938	3	40	0
40997	1	40	0
41092	1	40	0
41148	40	40	0
41164	40	40	0
41342	18	40	0
41377	8	40	0
41403	40	40	0
41412	6	40	0
41419	40	40	0
41468	40	40	0
41476	40	40	0
41506	40	40	0
41514	40	40	0
41626	2	40	0
41646	26	40	0
41649	8	40	0
41676	40	40	0
41689	40	40	0
41746	40	40	0
41793	28	40	0
41800	40	40	0
41857	40	40	0
41861	40	40	0
41905	40	40	0
41936	40	40	0
41986	40	40	0
42011	40	40	0
42053	40	40	0
42056	40	40	0
42060	40	40	0
42095	40	40	0
42141	40	40	0
42284	40	40	0
42294	40	40	0
42336	40	40	0
42396	40	40	0
42425	40	40	0
42433	40	40	0
42502	12	40	0
42504	2	40	0
42520	40	40	0
42531	40	40	0
42544	40	40	0
42590	40	40	0
42708	40	40	0
42762	34	40	0
42837	40	40	0
42920	40	40	0
42960	40	40	0
42989	40	40	0
42991	7	40	0
43020	40	40	0
43038	40	40	0
43053	40	40	0
43130	5	40	0
43154	40	40	0
43160	40	40	0
43231	1	40	0
43240	17	40	0
43304	40	40	0
43342	40	40	0
43357	40	40	0
43471	40	40	0
43519	1	40	0
43608	40	40	0
43619	10	40	0
43657	40	40	0
43682	40	40	0
43686	20	40	0
43739	40	40	0
43744	40	40	0
43766	1	40	0
43785	40	40	0
43795	2	40	0
43884	40	40	0
43899	1	40	0
43915	2	40	0
43935	40	40	0
43941	40	40	0
43984	40	40	0
43994	39	40	0
44014	13	40	0
44015	40	40	0
44038	1	40	0
44040	40	40	0
44126	40	40	0
44238	40	40	0
44292	40	40	0
44339	40	40	0
44404	2	40	0
44460	2	40	0
44509	40	40	0
44561	40	40	0
44562	40	40	0
44620	1	40	0
44641	13	40	0
44882	40	40	0
44889	1	40	0
44896	40	40	0
44925	40	40	0
45057	3	40	0
45086	40	40	0
45221	40	40	0
45368	40	40	0
45394	40	40	0
45413	40	40	0
45450	1	40	0
45475	12	40	0
45496	10	40	0
45558	40	40	0
45566	23	40	0
45574	40	40	0
45677	40	40	0
45691	40	40	0
45699	12	40	0
45731	40	40	0
45929	40	40	0
45954	40	40	0
46045	40	40	0
46056	7	40	0
46166	40	40	0
46182	40	40	0
46195	40	40	0
46265	40	40	0
46335	40	40	0
46397	40	40	0
46414	40	40	0
46510	40	40	0
46545	2	40	0
46581	40	40	0
46677	40	40	0
46688	40	40	0
46715	40	40	0
46733	40	40	0
46734	40	40	0
46756	40	40	0
46847	40	40	0
46944	1	40	0
46952	40	40	0
47003	40	40	0
47102	22	40	0
47136	40	40	0
47149	40	40	0
47173	40	40	0
47198	40	40	0
47232	24	40	0
47248	40	40	0
47257	40	40	0
47448	2	40	0
47634	40	40	0
47685	40	40	0
47923	40	40	0
48054	20	40	0
48113	40	40	0
48138	40	40	0
48156	40	40	0
48197	34	40	0
48220	40	40	0
48301	40	40	0
48338	22	40	0
48363	40	40	0
48364	19	40	0
48452	40	40	0
48527	1	40	0
48571	40	40	0
48596	40	40	0
48686	20	40	0
48771	1	40	0
48783	22	40	0
48794	40	40	0
48856	40	40	0
48912	40	40	0
48916	40	40	0
48998	40	40	0
49043	40	40	0
49048	40	40	0
49090	40	40	0
49109	4	40	0
49152	40	40	0
49177	23	40	0
49238	40	40	0
49248	21	40	0
49339	3	40	0
49381	3	40	0
49382	2	40	0
49428	40	40	0
49448	40	40	0
49452	40	40	0
49564	2	40	0
49575	3	40	0
49600	3	40	0
49643	40	40	0
49644	1	40	0
49706	4	40	0
49723	40	40	0
49755	40	40	0
49914	40	40	0
49930	40	40	0
49965	1	40	0
49973	24	40	0
49994	39	40	0
50030	40	40	0
50054	1	40	0
50056	1	40	0
50110	40	40	0
50135	40	40	0
50146	9	40	0
50146	40	40	0
50149	40	40	0
50157	1	40	0
50175	1	40	0
50178	24	40	0
50198	1	40	0
50218	39	40	0
50240	1	40	0
50256	1	40	0
50265	2	40	0
50292	2	40	0
50360	39	40	0
50399	10	40	0
50420	40	40	0
50436	9	40	0
50485	1	40	0
50530	1	40	0
50532	40	40	0
50534	2	40	0
50535	10	40	0
50568	1	40	0
50612	1	40	0
50614	39	40	0
50662	4	40	0
50663	1	40	0
50720	1	40	0
50724	40	40	0
50730	1	40	0
50742	1	40	0
50809	1	40	0
50869	39	40	0
50897	39	40	0
50912	1	40	0
50940	6	40	0
50990	6	40	0
50997	1	40	0
51061	39	40	0
51066	39	40	0
51074	39	40	0
51107	39	40	0
51120	40	40	0
51132	39	40	0
51153	1	40	0
51227	1	40	0
51259	39	40	0
51368	40	40	0
51432	39	40	0
51438	39	40	0
51442	15	40	0
51454	1	40	0
51466	40	40	0
51547	1	40	0
51558	1	40	0
51623	15	40	0
51656	39	40	0
51664	1	40	0
51709	39	40	0
51720	1	40	0
51724	1	40	0
51729	39	40	0
51753	1	40	0
51760	39	40	0
51812	40	40	0
51825	40	40	0
51852	2	40	0
51868	2	40	0
51931	2	40	0
51955	40	40	0
51963	38	40	0
51974	40	40	0
51986	40	40	0
51999	40	40	0
52053	40	40	0
52056	2	40	0
52078	1	40	0
52082	38	40	0
52134	40	40	0
52148	11	40	0
52243	2	40	0
52251	2	40	0
52283	2	40	0
52326	2	40	0
52348	40	40	0
52370	2	40	0
52432	40	40	0
52455	2	40	0
52491	2	40	0
52494	40	40	0
52504	40	40	0
52525	2	40	0
52533	38	40	0
52544	2	40	0
52546	40	40	0
52577	4	40	0
52652	38	40	0
52680	10	40	0
52763	2	40	0
52773	40	40	0
52782	40	40	0
52782	40	40	0
52794	2	40	0
52797	2	40	0
52798	38	40	0
52801	2	40	0
52824	1	40	0
52848	38	40	0
52873	38	40	0
52936	40	40	0
52941	40	40	0
53004	40	40	0
53068	1	40	0
53089	6	40	0
53203	40	40	0
53464	40	40	0
53630	40	40	0
53781	3	40	0
53789	40	40	0
53818	40	40	0
53985	2	40	0
53988	40	40	0
53994	40	40	0
54041	40	40	0
54076	2	40	0
54103	40	40	0
54230	40	40	0
54270	40	40	0
54272	1	40	0
54276	40	40	0
54354	10	40	0
54357	40	40	0
54449	40	40	0
54460	7	40	0
54535	40	40	0
54552	7	40	0
54652	3	40	0
54691	40	40	0
54702	4	40	0
54707	40	40	0
54807	40	40	0
54818	40	40	0
54840	8	40	0
54877	8	40	0
54962	40	40	0
55029	40	40	0
55035	40	40	0
55064	40	40	0
55209	40	40	0
55231	1	40	0
55265	38	40	0
55312	40	40	0
55364	24	40	0
55513	40	40	0
55514	40	40	0
55558	40	40	0
55636	40	40	0
55677	7	40	0
55693	2	40	0
55755	27	40	0
55773	27	40	0
55813	40	40	0
55869	40	40	0
55923	40	40	0
56095	40	40	0
56122	40	40	0
56125	10	40	0
56143	40	40	0
56234	40	40	0
56240	40	40	0
56254	40	40	0
56263	40	40	0
56293	11	40	0
56462	1	40	0
56521	40	40	0
56558	40	40	0
56595	40	40	0
56766	40	40	0
56771	1	40	0
56782	40	40	0
56803	1	40	0
56810	1	40	0
56874	7	40	0
56986	40	40	0
56992	40	40	0
56998	40	40	0
57000	18	40	0
57049	40	40	0
57058	40	40	0
57086	40	40	0
57102	40	40	0
57178	7	40	0
57278	40	40	0
57326	40	40	0
57327	40	40	0
57448	40	40	0
57519	40	40	0
57661	11	40	0
57681	9	40	0
57683	40	40	0
57697	40	40	0
57805	40	40	0
57825	40	40	0
57864	3	40	0
57871	40	40	0
57882	40	40	0
57932	40	40	0
57965	40	40	0
58029	40	40	0
58032	40	40	0
58109	40	40	0
58139	2	40	0
58246	40	40	0
58246	1	40	0
58372	40	40	0
58406	40	40	0
58414	40	40	0
58452	40	40	0
58480	1	40	0
58574	40	40	0
58801	40	40	0
58811	40	40	0
58818	40	40	0
58922	40	40	0
59084	1	40	0
59089	40	40	0
59153	40	40	0
59281	1	40	0
59285	31	40	0
59286	40	40	0
59296	4	40	0
59352	2	40	0
59364	40	40	0
59368	40	40	0
59394	40	40	0
59407	14	40	0
59448	40	40	0
59549	3	40	0
59551	1	40	0
59636	40	40	0
59683	40	40	0
59696	1	40	0
59783	40	40	0
59785	40	40	0
59936	32	40	0
59940	1	40	0
60021	40	40	0
60033	40	40	0
60114	40	40	0
60125	35	40	0
60223	40	40	0
60352	10	40	0
60408	1	40	0
60481	40	40	0
60486	40	40	0
60499	40	40	0
60503	40	40	0
60540	40	40	0
60568	40	40	0
60593	7	40	0
60714	40	40	0
60814	40	40	0
60885	40	40	0
60934	40	40	0
61017	40	40	0
61180	17	40	0
61307	4	40	0
61324	40	40	0
61331	40	40	0
61496	40	40	0
61554	40	40	0
61566	16	40	0
61653	16	40	0
61659	6	40	0
61758	2	40	0
61934	40	40	0
61938	40	40	0
61968	40	40	0
61980	40	40	0
61992	40	40	0
62001	40	40	0
62059	40	40	0
62129	40	40	0
62149	40	40	0
62169	6	40	0
62171	4	40	0
62229	40	40	0
62334	40	40	0
62337	40	40	0
62363	40	40	0
62388	2	40	0
62391	40	40	0
62402	40	40	0
62406	40	40	0
62414	40	40	0
62415	40	40	0
62415	14	40	0
62455	40	40	0
62633	38	40	0
62653	40	40	0
62735	3	40	0
62744	6	40	0
62753	40	40	0
62821	40	40	0
62898	2	40	0
62902	16	40	0
62941	40	40	0
62951	1	40	0
62998	40	40	0
63041	40	40	0
63186	40	40	0
63313	40	40	0
63405	40	40	0
63518	16	40	0
63525	40	40	0
63567	6	40	0
63575	40	40	0
63590	40	40	0
63625	40	40	0
63786	40	40	0
63802	40	40	0
63818	40	40	0
63833	40	40	0
63838	40	40	0
63884	40	40	0
63951	2	40	0
63991	40	40	0
63995	40	40	0
64057	40	40	0
64216	40	40	0
64222	1	40	0
64275	40	40	0
64399	40	40	0
64419	2	40	0
64424	21	40	0
64425	15	40	0
64553	40	40	0
64596	40	40	0
64766	40	40	0
64848	40	40	0
64932	6	40	0
64937	40	40	0
64956	40	40	0
64997	40	40	0
65014	40	40	0
65032	40	40	0
65160	40	40	0
65192	6	40	0
65200	40	40	0
65209	40	40	0
65301	40	40	0
65313	40	40	0
65349	40	40	0
65378	40	40	0
65386	7	40	0
65435	40	40	0
65595	7	40	0
65654	40	40	0
65762	4	40	0
65762	8	40	0
65770	40	40	0
65803	34	40	0
65833	11	40	0
65860	1	40	0
65871	40	40	0
65888	40	40	0
65891	40	40	0
65893	40	40	0
65998	40	40	0
66010	40	40	0
66058	10	40	0
66059	9	40	0
66078	5	40	0
66092	40	40	0
66107	40	40	0
66166	40	40	0
66172	40	40	0
66245	40	40	0
66249	40	40	0
66250	1	40	0
66252	40	40	0
66296	6	40	0
66308	1	40	0
66340	1	40	0
66475	6	40	0
66476	3	40	0
66593	40	40	0
66601	40	40	0
66659	40	40	0
66667	40	40	0
66796	40	40	0
66850	2	40	0
66871	40	40	0
66946	40	40	0
66980	8	40	0
67023	4	40	0
67044	40	40	0
67045	40	40	0
67050	28	40	0
67052	40	40	0
67065	40	40	0
67067	40	40	0
67076	40	40	0
67115	40	40	0
67126	40	40	0
67183	40	40	0
67197	40	40	0
67240	40	40	0
67293	1	40	0
67308	40	40	0
67309	2	40	0
67381	40	40	0
67427	9	40	0
