position	x	n	folded
11432	37	40	0
11447	3	40	0
11448	37	40	0
11467	4	40	0
11507	3	40	0
11522	3	40	0
11539	2	40	0
11599	40	40	0
11668	2	40	0
11693	40	40	0
11698	3	40	0
11707	40	40	0
11724	38	40	0
11750	40	40	0
11757	38	40	0
11768	2	40	0
11790	2	40	0
11811	38	40	0
11850	38	40	0
11927	40	40	0
11996	2	40	0
12018	2	40	0
12032	40	40	0
12087	3	40	0
12189	37	40	0
12196	3	40	0
12201	40	40	0
12303	3	40	0
12332	3	40	0
12340	37	40	0
12387	3	40	0
12398	40	40	0
12416	40	40	0
12455	40	40	0
12465	1	40	0
12537	2	40	0
12550	40	40	0
12552	40	40	0
12583	38	40	0
12615	38	40	0
12630	34	40	0
12652	40	40	0
12657	2	40	0
12670	40	40	0
12697	3	40	0
12799	14	40	0
12831	4	40	0
12838	2	40	0
12842	2	40	0
12856	1	40	0
12891	39	40	0
12929	1	40	0
12930	39	40	0
12944	39	40	0
12947	39	40	0
12959	3	40	0
12960	14	40	0
13011	40	40	0
13086	40	40	0
13134	13	40	0
13195	40	40	0
13207	19	40	0
13242	18	40	0
13264	40	40	0
13283	40	40	0
13362	40	40	0
13383	40	40	0
13390	40	40	0
13425	40	40	0
13438	40	40	0
13482	40	40	0
13503	40	40	0
13584	40	40	0
13655	4	40	0
13693	15	40	0
13729	30	40	0
13768	40	40	0
13774	40	40	0
13776	40	40	0
13991	40	40	0
14033	40	40	0
14057	40	40	0
14098	3	40	0
14102	40	40	0
14187	10	40	0
14207	40	40	0
14235	1	40	0
14251	40	40	0
14261	3	40	0
14328	40	40	0
14374	40	40	0
14382	40	40	0
14421	40	40	0
14430	40	40	0
14430	40	40	0
14517	40	40	0
14556	40	40	0
14648	40	40	0
14655	1	40	0
14701	40	40	0
14731	40	40	0
14740	40	40	0
14741	40	40	0
14791	40	40	0
14848	40	40	0
14914	40	40	0
14996	40	40	0
15109	10	40	0
15149	9	40	0
15168	5	40	0
15173	4	40	0
15211	40	40	0
15225	40	40	0
15235	40	40	0
15262	40	40	0
15482	15	40	0
15497	1	40	0
15508	40	40	0
15541	40	40	0
15561	1	40	0
15605	1	40	0
15732	40	40	0
15807	40	40	0
15837	40	40	0
15881	40	40	0
15941	40	40	0
15961	40	40	0
16172	40	40	0
16176	3	40	0
16176	3	40	0
16210	40	40	0
16252	40	40	0
16284	40	40	0
16310	40	40	0
16357	5	40	0
16470	40	40	0
16496	1	40	0
16523	7	40	0
16551	40	40	0
16603	1	40	0
16703	1	40	0
16742	25	40	0
16782	40	40	0
16840	1	40	0
16869	40	40	0
16914	3	40	0
17014	6	40	0
17030	40	40	0
17037	40	40	0
17096	1	40	0
17161	1	40	0
17165	40	40	0
17216	27	40	0
17275	40	40	0
17329	10	40	0
17451	40	40	0
17528	40	40	0
17601	19	40	0
17662	3	40	0
17719	15	40	0
17822	40	40	0
17847	40	40	0
17888	40	40	0
17904	40	40	0
17907	40	40	0
17928	26	40	0
17931	40	40	0
17957	6	40	0
18013	40	40	0
18050	1	40	0
18158	40	40	0
18172	40	40	0
18229	40	40	0
18316	40	40	0
18373	40	40	0
18394	1	40	0
18409	40	40	0
18453	1	40	0
18491	40	40	0
18557	3	40	0
18609	40	40	0
18672	40	40	0
18743	40	40	0
18798	40	40	0
18846	40	40	0
18868	40	40	0
18886	40	40	0
19098	8	40	0
19230	1	40	0
19257	40	40	0
19280	40	40	0
19300	7	40	0
19309	7	40	0
19340	40	40	0
19402	40	40	0
19443	40	40	0
19528	3	40	0
19564	28	40	0
19628	40	40	0
19678	40	40	0
19688	5	40	0
19697	40	40	0
19774	40	40	0
19780	40	40	0
19790	40	40	0
19811	40	40	0
19812	40	40	0
19816	40	40	0
19847	40	40	0
19869	40	40	0
19877	40	40	0
19902	2	40	0
19913	40	40	0
20001	2	40	0
20027	31	40	0
20062	40	40	0
20107	40	40	0
20194	40	40	0
20212	40	40	0
20316	40	40	0
20371	1	40	0
20436	39	40	0
20442	39	40	0
20451	39	40	0
20466	39	40	0
20467	39	40	0
20493	2	40	0
20496	2	40	0
20520	2	40	0
20568	38	40	0
20572	2	40	0
20595	2	40	0
20650	5	40	0
20708	7	40	0
20728	3	40	0
20734	40	40	0
20749	40	40	0
20754	21	40	0
20767	2	40	0
20773	40	40	0
20815	2	40	0
20854	2	40	0
20880	38	40	0
20915	38	40	0
20916	3	40	0
20994	2	40	0
21028	40	40	0
21035	38	40	0
21046	2	40	0
21050	38	40	0
21082	40	40	0
21108	2	40	0
21156	5	40	0
21161	38	40	0
21170	38	40	0
21197	38	40	0
21214	2	40	0
21245	2	40	0
21285	38	40	0
21286	1	40	0
21323	2	40	0
21325	1	40	0
21405	1	40	0
21458	25	40	0
21555	38	40	0
21568	38	40	0
21575	38	40	0
21635	38	40	0
21636	38	40	0
21642	40	40	0
21692	2	40	0
21697	16	40	0
21708	2	40	0
21716	2	40	0
21731	5	40	0
21744	38	40	0
21747	2	40	0
21750	38	40	0
21760	38	40	0
21760	38	40	0
21764	40	40	0
21784	40	40	0
21814	38	40	0
21865	2	40	0
21888	40	40	0
21915	40	40	0
21951	2	40	0
22006	2	40	0
22008	2	40	0
22024	2	40	0
22040	38	40	0
22097	3	40	0
22100	1	40	0
22100	1	40	0
22175	2	40	0
22190	2	40	0
22210	38	40	0
22219	1	40	0
22231	38	40	0
22234	38	40	0
22259	3	40	0
22264	3	40	0
22289	38	40	0
22302	38	40	0
22351	40	40	0
22398	38	40	0
22466	40	40	0
22502	40	40	0
22540	2	40	0
22547	3	40	0
22577	38	40	0
22733	38	40	0
22752	38	40	0
22785	2	40	0
22831	40	40	0
22913	8	40	0
22927	2	40	0
22934	2	40	0
22945	2	40	0
22952	2	40	0
22970	2	40	0
22980	2	40	0
22993	2	40	0
23008	1	40	0
23015	2	40	0
23075	2	40	0
23091	40	40	0
23141	40	40	0
23222	2	40	0
23273	6	40	0
23289	40	40	0
23347	2	40	0
23374	1	40	0
23382	38	40	0
23396	38	40	0
23421	4	40	0
23456	1	40	0
23458	38	40	0
23518	5	40	0
23521	40	40	0
23542	1	40	0
23599	38	40	0
23670	11	40	0
23678	37	40	0
23693	6	40	0
23699	40	40	0
23718	40	40	0
23746	3	40	0
23760	11	40	0
23791	11	40	0
23791	3	40	0
23794	3	40	0
23841	1	40	0
23877	3	40	0
23926	23	40	0
23942	3	40	0
23953	37	40	0
23995	8	40	0
24011	40	40	0
24026	4	40	0
24117	40	40	0
24134	40	40	0
24135	37	40	0
24138	3	40	0
24183	3	40	0
24184	37	40	0
24217	3	40	0
24218	40	40	0
24227	40	40	0
24263	3	40	0
24316	1	40	0
24326	40	40	0
24338	3	40	0
24345	40	40	0
24372	40	40	0
24373	40	40	0
24378	3	40	0
24451	3	40	0
24503	1	40	0
24512	2	40	0
24519	3	40	0
24556	37	40	0
24573	40	40	0
24580	3	40	0
24621	40	40	0
24653	37	40	0
24665	3	40	0
24780	3	40	0
24867	4	40	0
24885	3	40	0
24952	3	40	0
25012	9	40	0
25013	37	40	0
25085	37	40	0
25089	3	40	0
25130	40	40	0
25198	2	40	0
25202	2	40	0
25212	2	40	0
25277	3	40	0
25314	2	40	0
25322	13	40	0
25425	37	40	0
25435	40	40	0
25445	40	40	0
25460	14	40	0
25490	37	40	0
25491	40	40	0
25514	40	40	0
25611	40	40	0
25616	40	40	0
25656	37	40	0
25687	40	40	0
25696	37	40	0
25696	6	40	0
25730	37	40	0
25749	1	40	0
25835	3	40	0
25841	23	40	0
25912	40	40	0
25987	37	40	0
26007	40	40	0
26085	40	40	0
26092	40	40	0
26179	1	40	0
26207	5	40	0
26221	3	40	0
26229	24	40	0
26242	37	40	0
26279	40	40	0
26332	40	40	0
26354	1	40	0
26369	2	40	0
26397	40	40	0
26426	40	40	0
26496	40	40	0
26613	9	40	0
26629	40	40	0
26656	3	40	0
26659	3	40	0
26660	37	40	0
26680	37	40	0
26693	37	40	0
26739	14	40	0
26779	40	40	0
26790	40	40	0
26799	3	40	0
26831	37	40	0
26859	3	40	0
26861	40	40	0
26871	3	40	0
26886	1	40	0
26946	40	40	0
26946	3	40	0
26963	37	40	0
27018	3	40	0
27096	2	40	0
27114	3	40	0
27146	40	40	0
27173	3	40	0
27174	37	40	0
27187	3	40	0
27225	5	40	0
27229	4	40	0
27261	4	40	0
27267	40	40	0
27315	2	40	0
27378	9	40	0
27397	36	40	0
27412	40	40	0
27577	4	40	0
27578	13	40	0
27646	36	40	0
27777	37	40	0
27797	3	40	0
27814	13	40	0
27832	38	40	0
27837	40	40	0
27852	11	40	0
27860	11	40	0
27933	2	40	0
27959	38	40	0
27966	2	40	0
27986	40	40	0
28010	38	40	0
28015	40	40	0
28075	2	40	0
28282	38	40	0
28283	38	40	0
28307	2	40	0
28446	40	40	0
28511	38	40	0
28515	40	40	0
28524	1	40	0
28548	40	40	0
28572	38	40	0
28590	2	40	0
28605	2	40	0
28645	38	40	0
28658	2	40	0
28663	2	40	0
28678	2	40	0
28736	2	40	0
28739	40	40	0
28745	40	40	0
28836	2	40	0
28878	40	40	0
28879	39	40	0
29008	1	40	0
29021	39	40	0
29024	40	40	0
29038	40	40	0
29086	1	40	0
29107	39	40	0
29113	40	40	0
29182	39	40	0
29278	39	40	0
29287	40	40	0
29418	39	40	0
29464	39	40	0
29485	4	40	0
29528	40	40	0
29630	1	40	0
29653	39	40	0
29663	1	40	0
29687	1	40	0
29694	40	40	0
29729	40	40	0
29729	39	40	0
29737	39	40	0
29765	1	40	0
29785	1	40	0
29829	39	40	0
29845	6	40	0
29857	39	40	0
29916	40	40	0
30001	3	40	0
30008	37	40	0
30028	40	40	0
30046	37	40	0
30048	3	40	0
30053	37	40	0
30082	37	40	0
30095	3	40	0
30098	37	40	0
30118	28	40	0
30135	3	40	0
30136	37	40	0
30206	3	40	0
30269	37	40	0
30279	40	40	0
30372	37	40	0
30390	3	40	0
30394	3	40	0
30434	40	40	0
30467	37	40	0
30495	40	40	0
30508	37	40	0
30524	40	40	0
30550	4	40	0
30562	37	40	0
30564	1	40	0
30580	37	40	0
30584	3	40	0
30624	40	40	0
30645	3	40	0
30664	1	40	0
30670	40	40	0
30671	38	40	0
30680	5	40	0
30698	40	40	0
30720	2	40	0
30721	2	40	0
30765	7	40	0
30779	40	40	0
30794	38	40	0
30827	40	40	0
30909	38	40	0
30924	2	40	0
30933	2	40	0
30941	2	40	0
30980	40	40	0
31118	40	40	0
31119	3	40	0
31142	2	40	0
31169	40	40	0
31186	27	40	0
31233	38	40	0
31261	40	40	0
31290	40	40	0
31426	39	40	0
31430	40	40	0
31485	39	40	0
31620	1	40	0
31642	1	40	0
31748	28	40	0
31750	40	40	0
31771	39	40	0
31804	39	40	0
31841	3	40	0
31887	1	40	0
31928	1	40	0
31988	1	40	0
31989	1	40	0
31993	1	40	0
32011	3	40	0
32023	1	40	0
32023	1	40	0
32038	40	40	0
32050	39	40	0
32061	40	40	0
32081	39	40	0
32106	1	40	0
32124	40	40	0
32138	39	40	0
32140	40	40	0
32166	1	40	0
32169	15	40	0
32172	1	40	0
32255	18	40	0
32280	3	40	0
32342	13	40	0
32352	37	40	0
32382	10	40	0
32474	2	40	0
32507	3	40	0
32509	3	40	0
32535	40	40	0
32592	37	40	0
32615	40	40	0
32634	40	40	0
32677	5	40	0
32776	3	40	0
32777	2	40	0
32811	40	40	0
32830	37	40	0
32832	3	40	0
32879	6	40	0
32882	3	40	0
32898	1	40	0
32902	2	40	0
32991	3	40	0
32994	3	40	0
33055	40	40	0
33073	1	40	0
33087	40	40	0
33099	6	40	0
33188	37	40	0
33245	40	40	0
33262	3	40	0
33278	2	40	0
33286	35	40	0
33301	40	40	0
33378	5	40	0
33396	35	40	0
33405	35	40	0
33447	8	40	0
33471	40	40	0
33502	32	40	0
33506	40	40	0
33519	32	40	0
33540	40	40	0
33556	14	40	0
33581	5	40	0
33625	32	40	0
33638	32	40	0
33646	40	40	0
33700	7	40	0
33716	1	40	0
33749	33	40	0
33854	6	40	0
33885	33	40	0
33942	33	40	0
33984	40	40	0
34093	7	40	0
34094	33	40	0
34103	33	40	0
34105	40	40	0
34146	40	40	0
34147	1	40	0
34175	7	40	0
34186	40	40	0
34196	33	40	0
34323	7	40	0
34417	33	40	0
34437	40	40	0
34476	6	40	0
34519	40	40	0
34562	34	40	0
34567	34	40	0
34630	40	40	0
34633	6	40	0
34644	34	40	0
34679	40	40	0
34684	34	40	0
34734	40	40	0
34743	6	40	0
34796	40	40	0
34867	34	40	0
34911	40	40	0
34969	34	40	0
34980	6	40	0
35014	1	40	0
35065	6	40	0
35096	34	40	0
35105	40	40	0
35117	34	40	0
35119	34	40	0
35127	40	40	0
35129	34	40	0
35268	34	40	0
35342	5	40	0
35356	40	40	0
35364	24	40	0
35394	30	40	0
35394	40	40	0
35416	1	40	0
35428	35	40	0
35455	40	40	0
35629	5	40	0
35684	5	40	0
35722	5	40	0
35742	40	40	0
35788	40	40	0
35800	12	40	0
35862	35	40	0
35905	40	40	0
35928	4	40	0
35943	4	40	0
35947	36	40	0
35949	1	40	0
35995	36	40	0
35995	36	40	0
35996	4	40	0
36005	36	40	0
36195	36	40	0
36255	4	40	0
36281	2	40	0
36285	36	40	0
36302	6	40	0
36316	36	40	0
36329	40	40	0
36347	4	40	0
36356	36	40	0
36358	4	40	0
36370	36	40	0
36413	40	40	0
36414	4	40	0
36452	40	40	0
36512	4	40	0
36545	1	40	0
36758	36	40	0
36805	21	40	0
36810	36	40	0
36827	4	40	0
36861	1	40	0
36874	40	40	0
36877	36	40	0
36896	40	40	0
37114	2	40	0
37152	38	40	0
37161	38	40	0
37191	38	40	0
37229	2	40	0
37232	18	40	0
37262	2	40	0
37284	40	40	0
37289	38	40	0
37334	2	40	0
37379	40	40	0
37386	3	40	0
37393	40	40	0
37520	40	40	0
37541	40	40	0
37559	4	40	0
37600	4	40	0
37614	40	40	0
37682	40	40	0
37683	40	40	0
37726	35	40	0
37766	40	40	0
37858	5	40	0
37864	40	40	0
37871	35	40	0
37877	5	40	0
37885	35	40	0
37887	35	40	0
37933	5	40	0
37953	5	40	0
37987	40	40	0
38031	5	40	0
38119	35	40	0
38180	40	40	0
38186	40	40	0
38189	1	40	0
38193	5	40	0
38280	40	40	0
38282	5	40	0
38318	5	40	0
38350	5	40	0
38395	40	40	0
38425	40	40	0
38455	35	40	0
38487	40	40	0
38516	40	40	0
38526	40	40	0
38560	35	40	0
38563	1	40	0
38570	35	40	0
38604	40	40	0
38618	5	40	0
38670	10	40	0
38696	13	40	0
38746	40	40	0
38971	6	40	0
38981	6	40	0
39042	3	40	0
39042	34	40	0
39050	40	40	0
39052	4	40	0
39065	6	40	0
39162	34	40	0
39199	6	40	0
39222	34	40	0
39224	34	40	0
39243	34	40	0
39279	6	40	0
39281	6	40	0
39301	3	40	0
39320	40	40	0
39328	2	40	0
39391	40	40	0
39392	7	40	0
39428	2	40	0
39428	40	40	0
39438	33	40	0
39553	33	40	0
39597	7	40	0
39636	33	40	0
39649	7	40	0
39654	33	40	0
39689	33	40	0
39720	7	40	0
39726	33	40	0
39794	40	40	0
39845	32	40	0
39900	30	40	0
39911	30	40	0
39933	3	40	0
39976	30	40	0
40038	9	40	0
40063	10	40	0
40138	10	40	0
40163	40	40	0
40168	40	40	0
40183	30	40	0
40185	30	40	0
40188	30	40	0
40212	10	40	0
40250	30	40	0
40258	40	40	0
40285	5	40	0
40287	10	40	0
40302	10	40	0
40312	40	40	0
40327	30	40	0
40365	30	40	0
40367	10	40	0
40413	40	40	0
40435	40	40	0
40461	28	40	0
40486	40	40	0
40515	27	40	0
40604	1	40	0
40612	27	40	0
40614	27	40	0
40683	5	40	0
40712	13	40	0
40732	27	40	0
40744	19	40	0
40749	26	40	0
40764	26	40	0
40770	1	40	0
40772	40	40	0
40826	9	40	0
40840	14	40	0
40866	26	40	0
40883	14	40	0
40890	26	40	0
40894	2	40	0
40920	15	40	0
40926	1	40	0
40932	40	40	0
40937	25	40	0
40989	25	40	0
41000	25	40	0
41016	15	40	0
41025	3	40	0
41068	14	40	0
41078	1	40	0
41097	14	40	0
41108	40	40	0
41129	3	40	0
41148	40	40	0
41158	40	40	0
41287	27	40	0
41292	27	40	0
41314	5	40	0
41393	1	40	0
41435	15	40	0
41456	40	40	0
41560	40	40	0
41592	6	40	0
41664	15	40	0
41669	15	40	0
41732	40	40	0
41795	1	40	0
42001	40	40	0
42024	40	40	0
42036	16	40	0
42037	24	40	0
42079	1	40	0
42137	4	40	0
42177	9	40	0
42183	2	40	0
42203	16	40	0
42207	16	40	0
42219	24	40	0
42247	16	40	0
42320	17	40	0
42328	17	40	0
42481	14	40	0
42499	18	40	0
42511	22	40	0
42536	18	40	0
42545	4	40	0
42567	18	40	0
42591	18	40	0
42644	18	40	0
42652	22	40	0
42677	40	40	0
42701	18	40	0
42705	1	40	0
42707	22	40	0
42747	18	40	0
42787	40	40	0
42803	2	40	0
42842	2	40	0
42850	40	40	0
42859	21	40	0
42884	19	40	0
42891	40	40	0
42975	21	40	0
42976	21	40	0
42981	40	40	0
43018	19	40	0
43090	21	40	0
43098	19	40	0
43206	3	40	0
43307	40	40	0
43337	40	40	0
43388	3	40	0
43427	20	40	0
43443	20	40	0
43533	20	40	0
43563	20	40	0
43575	1	40	0
43582	19	40	0
43612	18	40	0
43637	40	40	0
43660	22	40	0
43712	18	40	0
43731	18	40	0
43732	40	40	0
43811	1	40	0
43836	18	40	0
43839	22	40	0
43893	5	40	0
43907	22	40	0
43915	22	40	0
43974	40	40	0
44020	18	40	0
44025	18	40	0
44101	23	40	0
44357	17	40	0
44381	23	40	0
44441	13	40	0
44460	24	40	0
44501	3	40	0
44546	40	40	0
44581	25	40	0
44604	15	40	0
44647	25	40	0
44661	25	40	0
44663	15	40	0
44675	15	40	0
44777	25	40	0
44810	40	40	0
44904	25	40	0
44949	40	40	0
44954	25	40	0
44954	40	40	0
44960	40	40	0
44991	40	40	0
45023	40	40	0
45079	24	40	0
45105	9	40	0
45144	40	40	0
45154	8	40	0
45155	8	40	0
45246	24	40	0
45255	24	40	0
45281	24	40	0
45334	40	40	0
45378	16	40	0
45401	7	40	0
45413	24	40	0
45464	16	40	0
45577	2	40	0
45579	24	40	0
45591	24	40	0
45636	40	40	0
45639	40	40	0
45675	16	40	0
45706	3	40	0
45719	4	40	0
45759	3	40	0
45784	6	40	0
45798	40	40	0
45821	24	40	0
45845	24	40	0
45863	24	40	0
45872	24	40	0
45940	16	40	0
45970	24	40	0
45988	24	40	0
45989	24	40	0
45991	24	40	0
46017	12	40	0
46065	4	40	0
46080	16	40	0
46086	24	40	0
46096	16	40	0
46100	16	40	0
46234	15	40	0
46279	25	40	0
46296	40	40	0
46366	40	40	0
46396	24	40	0
46440	40	40	0
46440	4	40	0
46610	13	40	0
46648	27	40	0
46817	14	40	0
46834	3	40	0
46847	3	40	0
47019	3	40	0
47026	14	40	0
47058	14	40	0
47061	26	40	0
47076	14	40	0
47120	26	40	0
47197	6	40	0
47239	26	40	0
47245	28	40	0
47307	40	40	0
47341	40	40	0
47352	12	40	0
47403	28	40	0
47443	40	40	0
47449	12	40	0
47477	40	40	0
47485	1	40	0
47512	11	40	0
47535	30	40	0
47567	30	40	0
47619	7	40	0
47630	33	40	0
47647	40	40	0
47699	8	40	0
47707	32	40	0
47753	40	40	0
47781	40	40	0
47830	32	40	0
47901	40	40	0
47986	36	40	0
48067	36	40	0
48077	40	40	0
48164	4	40	0
48315	36	40	0
48326	36	40	0
48327	4	40	0
48340	4	40	0
48345	40	40	0
48357	4	40	0
48360	4	40	0
48376	40	40	0
48380	4	40	0
48401	4	40	0
48404	36	40	0
48424	4	40	0
48468	36	40	0
48570	36	40	0
48580	3	40	0
48624	4	40	0
48695	36	40	0
48696	40	40	0
48724	40	40	0
48726	40	40	0
48767	36	40	0
48772	40	40	0
48775	40	40	0
48901	36	40	0
48925	40	40	0
48929	40	40	0
48980	35	40	0
49040	35	40	0
49068	40	40	0
49133	40	40	0
49160	5	40	0
49236	5	40	0
49257	40	40	0
49265	35	40	0
49296	40	40	0
49323	40	40	0
49377	40	40	0
49418	40	40	0
49419	38	40	0
49500	40	40	0
49536	40	40	0
49782	40	40	0
49946	40	40	0
50021	40	40	0
50064	40	40	0
50089	40	40	0
50099	40	40	0
50161	40	40	0
50315	40	40	0
50379	40	40	0
50388	40	40	0
50427	40	40	0
50430	40	40	0
50446	40	40	0
50468	40	40	0
50496	40	40	0
50567	40	40	0
50636	40	40	0
50736	40	40	0
50747	40	40	0
50856	40	40	0
50880	40	40	0
50960	3	40	0
51006	40	40	0
51015	37	40	0
51070	37	40	0
51284	9	40	0
51316	31	40	0
51390	31	40	0
51400	40	40	0
51428	9	40	0
51477	31	40	0
51488	6	40	0
51492	40	40	0
51512	31	40	0
51620	6	40	0
51669	40	40	0
51708	7	40	0
51746	40	40	0
51777	33	40	0
51816	33	40	0
51822	40	40	0
51864	7	40	0
51894	7	40	0
51909	40	40	0
51927	7	40	0
51965	7	40	0
52015	9	40	0
52071	40	40	0
52125	9	40	0
52160	40	40	0
52163	31	40	0
52181	40	40	0
52234	31	40	0
52273	9	40	0
52273	9	40	0
52496	40	40	0
52509	13	40	0
52526	13	40	0
52535	13	40	0
52555	13	40	0
52575	40	40	0
52595	27	40	0
52639	13	40	0
52759	13	40	0
52764	40	40	0
